QuestionId,IsTrue
1,0.00056621097057535049
2,0.001699041611447709
3,0.004774683352199419
4,0.0022941520578617317
5,0.017144075337016774
6,0.027660890886334579
7,0.0045295403541234427
8,0.00041977960609585754
9,0.027660898994073372
10,0.012295639867758515
11,0.0016891054037345777
12,0.0034992671399217252
13,0.032301738619985768
14,0.0041197410197079173
15,0.00054668646094463349
16,0.010199180047723867
17,0.013081186247295732
18,0.0097334217636349165
19,0.0025584316434776725
20,0.00070288334762214305
21,0.00029307425206626353
22,0.0040476283848777904
23,0.0040476208853022482
24,0.0031365810689227172
25,0.027603456354448795
26,0.00029256683422381369
27,0.00030279602704212855
28,0.045904749837770258
29,0.00056623911586619431
30,0.064677754974213034
31,0.027660857385840978
32,0.035118928334316971
33,0.064677706233716478
34,0.000351445924977523
35,0.016948435495096177
36,0.0004686577883204272
37,0.013076777172226724
38,0.0003518601438342607
39,0.027609319795545532
40,0.00046859336286885021
41,0.0006248498852298519
42,0.000195245417742858
43,0.00032216826529274617
44,0.020411315752714307
45,0.00035144751409784308
46,0.00061516849235148979
47,0.0037443635398529546
48,0.010645919346333538
49,0.005995347964701408
50,0.017101724367837273
51,0.00036121175839033356
52,0.064679184814537036
53,0.0049602238273622262
54,0.00037134728010723293
55,0.010172805434257467
56,0.035119162119695992
57,0.0034168423973566101
58,0.020412470394737529
59,0.011914782470619174
60,0.00025382205122259464
61,0.014156322539564123
62,0.016948466296645939
63,0.011916475228202751
64,0.014076474621678325
65,0.0011617091035081195
66,0.010052557793849297
67,0.012291871377050697
68,0.00033192276161247037
69,0.03124666532041025
70,0.010645879146743671
71,0.0013082017422592043
72,0.00069245844482690975
73,0.0038698062356554174
74,0.0002440693429359126
75,0.0013105828616093182
76,0.0037632490481094463
77,0.0014372037133079864
78,0.0034200369073504166
79,0.00054223735307350933
80,0.017101731424772355
81,0.00025490279513222904
82,0.031246562412053723
83,0.0011617087240725437
84,0.010646832672965545
85,0.00082984722233339105
86,0.0050584566607632369
87,0.045903774488086309
88,0.014077099527890989
89,0.0055024899695438213
90,0.0011617936284052254
91,0.045904179320291179
92,0.035147163782465449
93,0.017101753611235775
94,0.0014257328910718564
95,0.0091751049974839374
96,0.050220757075299445
97,0.032305076555391062
98,0.06467769552232519
