QuestionId,IsTrue
1,0.0
2,0.050000000000000003
3,0.0
4,0.050000000000000003
5,0.074999999999999997
6,0.875
7,0.025000000000000001
8,0.20000000000000001
9,0.47499999999999998
10,0.17499999999999999
11,0.025000000000000001
12,0.0
13,0.42499999999999999
14,0.0
15,0.0
16,0.0
17,0.0
18,0.050000000000000003
19,0.0
20,0.025000000000000001
21,0.0
22,0.050000000000000003
23,0.074999999999999997
24,0.0
25,1.0
26,0.0
27,0.0
28,0.27500000000000002
29,0.0
30,0.94999999999999996
31,0.72499999999999998
32,0.77500000000000002
33,0.77500000000000002
34,0.0
35,0.875
36,0.050000000000000003
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.025000000000000001
44,0.5
45,0.0
46,0.0
47,0.0
48,0.074999999999999997
49,0.32500000000000001
50,0.050000000000000003
51,0.0
52,0.42499999999999999
53,0.0
54,0.025000000000000001
55,0.0
56,1.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.025000000000000001
62,0.75
63,0.80000000000000004
64,0.80000000000000004
65,0.0
66,0.125
67,0.875
68,0.025000000000000001
69,1.0
70,0.025000000000000001
71,0.0
72,0.0
73,0.125
74,0.0
75,0.0
76,0.0
77,0.0
78,0.34999999999999998
79,0.0
80,0.0
81,0.0
82,1.0
83,0.0
84,0.0
85,0.0
86,0.97499999999999998
87,0.050000000000000003
88,0.92500000000000004
89,0.10000000000000001
90,0.025000000000000001
91,0.375
92,0.10000000000000001
93,0.0
94,0.0
95,0.074999999999999997
96,0.875
97,0.0
98,0.67500000000000004
99,0.34999999999999998
100,0.0
101,0.025000000000000001
102,0.14999999999999999
103,0.0
104,0.0
105,0.25
106,0.32500000000000001
107,0.0
108,0.025000000000000001
109,0.0
110,0.0
111,0.0
112,0.72499999999999998
113,0.0
114,0.125
115,0.17499999999999999
116,0.0
117,0.050000000000000003
118,0.80000000000000004
119,0.0
120,0.375
121,0.050000000000000003
122,0.65000000000000002
123,0.0
124,0.0
125,0.29999999999999999
126,0.025000000000000001
127,0.65000000000000002
128,0.025000000000000001
129,0.0
130,0.82499999999999996
131,0.025000000000000001
132,0.025000000000000001
133,0.40000000000000002
134,0.0
135,0.0
136,0.0
137,0.025000000000000001
138,0.17499999999999999
139,0.0
140,0.0
141,0.0
142,0.875
143,0.025000000000000001
144,0.025000000000000001
145,0.14999999999999999
146,0.0
147,0.0
148,0.0
149,0.97499999999999998
150,0.57499999999999996
151,0.97499999999999998
152,0.0
153,0.27500000000000002
154,0.0
155,0.074999999999999997
156,0.0
157,0.0
158,0.025000000000000001
159,0.82499999999999996
160,0.125
161,0.94999999999999996
162,0.0
163,0.375
164,0.10000000000000001
165,0.0
166,0.0
167,0.625
168,0.57499999999999996
169,0.25
170,0.0
171,0.875
172,0.75
173,0.67500000000000004
174,0.0
175,0.0
176,0.0
177,0.45000000000000001
178,0.77500000000000002
179,0.55000000000000004
180,0.84999999999999998
181,0.0
182,0.27500000000000002
183,0.050000000000000003
184,0.375
185,0.22500000000000001
186,0.77500000000000002
187,0.025000000000000001
188,0.025000000000000001
189,0.22500000000000001
190,0.65000000000000002
191,0.32500000000000001
192,0.82499999999999996
193,0.82499999999999996
194,0.27500000000000002
195,0.94999999999999996
196,0.0
197,0.0
198,0.0
199,0.050000000000000003
200,0.074999999999999997
201,0.34999999999999998
202,0.074999999999999997
203,0.0
204,0.125
205,0.025000000000000001
206,0.0
207,0.050000000000000003
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.14999999999999999
214,0.074999999999999997
215,0.0
216,0.0
217,0.0
218,0.0
219,0.025000000000000001
220,0.25
221,0.0
222,0.0
223,0.0
224,0.375
225,0.0
226,0.40000000000000002
227,0.0
228,0.0
229,0.72499999999999998
230,0.0
231,0.0
232,0.0
233,0.050000000000000003
234,0.050000000000000003
235,0.0
236,0.050000000000000003
237,0.22500000000000001
238,0.074999999999999997
239,0.0
240,0.050000000000000003
241,0.10000000000000001
242,0.625
243,0.074999999999999997
244,0.17499999999999999
245,0.22500000000000001
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.375
252,0.45000000000000001
253,0.0
254,0.20000000000000001
255,0.025000000000000001
256,0.27500000000000002
257,0.625
258,0.0
259,0.69999999999999996
260,0.20000000000000001
261,0.0
262,0.025000000000000001
263,0.17499999999999999
264,0.22500000000000001
265,0.875
266,0.625
267,0.65000000000000002
268,0.050000000000000003
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.025000000000000001
276,0.074999999999999997
277,0.0
278,0.0
279,0.22500000000000001
280,0.050000000000000003
281,0.0
282,0.57499999999999996
283,0.0
284,0.0
285,0.0
286,0.025000000000000001
287,0.074999999999999997
288,0.0
289,0.0
290,0.0
291,0.025000000000000001
292,0.17499999999999999
293,0.025000000000000001
294,0.67500000000000004
295,0.45000000000000001
296,0.0
297,0.025000000000000001
298,0.0
299,0.55000000000000004
300,0.0
301,0.0
302,0.0
303,0.10000000000000001
304,0.20000000000000001
305,0.0
306,0.55000000000000004
307,0.0
308,0.27500000000000002
309,0.22500000000000001
310,0.0
311,0.25
312,0.0
313,0.025000000000000001
314,0.0
315,0.0
316,0.0
317,0.25
318,0.0
319,0.0
320,0.025000000000000001
321,0.69999999999999996
322,0.14999999999999999
323,0.375
324,0.0
325,0.0
326,0.0
327,0.050000000000000003
328,0.0
329,0.0
330,0.0
331,0.42499999999999999
332,0.0
333,0.0
334,0.0
335,1.0
336,0.125
337,0.074999999999999997
338,0.025000000000000001
339,0.0
340,0.125
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.97499999999999998
351,0.0
352,0.0
353,1.0
354,0.050000000000000003
355,0.45000000000000001
356,0.0
357,0.0
358,0.050000000000000003
359,0.0
360,0.0
361,0.40000000000000002
362,0.025000000000000001
363,0.025000000000000001
364,0.0
365,0.0
366,0.125
367,0.27500000000000002
368,0.0
369,0.20000000000000001
370,0.0
371,0.0
372,0.0
373,0.0
374,0.10000000000000001
375,0.0
376,0.14999999999999999
377,0.125
378,0.0
379,0.59999999999999998
380,0.0
381,0.14999999999999999
382,0.0
383,0.25
384,0.375
385,0.0
386,0.074999999999999997
387,0.92500000000000004
388,0.40000000000000002
389,0.0
390,0.050000000000000003
391,0.025000000000000001
392,0.0
393,0.80000000000000004
394,0.69999999999999996
395,0.0
396,0.875
397,0.40000000000000002
398,0.0
399,0.025000000000000001
400,0.32500000000000001
401,0.0
402,0.074999999999999997
403,0.0
404,0.0
405,0.025000000000000001
406,0.0
407,0.10000000000000001
408,0.0
409,0.57499999999999996
410,0.0
411,0.0
412,0.0
413,0.0
414,0.025000000000000001
415,0.0
416,0.65000000000000002
417,0.025000000000000001
418,0.125
419,0.0
420,0.0
421,0.14999999999999999
422,0.0
423,0.0
424,0.0
425,0.10000000000000001
426,0.0
427,0.0
428,0.050000000000000003
429,0.0
430,0.025000000000000001
431,0.625
432,0.0
433,0.0
434,0.82499999999999996
435,0.5
436,0.0
437,0.20000000000000001
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.20000000000000001
444,0.0
445,0.97499999999999998
446,0.0
447,0.59999999999999998
448,0.0
449,0.0
450,0.27500000000000002
451,0.0
452,0.0
453,0.0
454,0.0
455,0.17499999999999999
456,0.0
457,0.375
458,0.0
459,0.32500000000000001
460,0.050000000000000003
461,0.0
462,0.0
463,0.0
464,0.57499999999999996
465,0.10000000000000001
466,0.074999999999999997
467,0.0
468,0.125
469,0.875
470,0.90000000000000002
471,0.82499999999999996
472,0.025000000000000001
473,0.0
474,0.0
475,0.025000000000000001
476,0.050000000000000003
477,0.0
478,0.0
479,0.074999999999999997
480,0.14999999999999999
481,0.0
482,0.5
483,0.0
484,0.0
485,0.074999999999999997
486,0.0
487,0.55000000000000004
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.625
494,0.0
495,0.10000000000000001
496,0.10000000000000001
497,0.72499999999999998
